"date","time","open","high","low","close","volume"
06/18/2018,1119,189.1,189.14,188.99,188.99,34465
06/18/2018,1120,188.99,189.03,188.95,188.96,21550
06/18/2018,1121,188.96,188.98,188.93,188.96,17323
06/18/2018,1122,188.96,188.97,188.87,188.87,27431
06/18/2018,1123,188.88,188.89,188.83,188.86,14049
06/18/2018,1124,188.85,188.86,188.82,188.83,24045
06/18/2018,1125,188.82,188.87,188.78,188.85,44843
06/18/2018,1126,188.86,188.88,188.78,188.78,17663
06/18/2018,1127,188.79,188.86,188.77,188.85,18849
06/18/2018,1128,188.85,188.98,188.85,188.94,40763
06/18/2018,1129,188.94,188.94,188.86,188.93,21762
06/18/2018,1130,188.93,188.98,188.93,188.97,22058
06/18/2018,1131,188.97,188.99,188.94,188.96,24086
06/18/2018,1132,188.95,188.95,188.86,188.91,32614
06/18/2018,1133,188.92,188.94,188.87,188.94,13664
06/18/2018,1134,188.93,189,188.82,188.83,37192
06/18/2018,1135,188.82,188.85,188.73,188.79,57252
06/18/2018,1136,188.81,188.87,188.78,188.83,29799
06/18/2018,1137,188.83,188.84,188.76,188.76,19275
06/18/2018,1138,188.77,188.86,188.76,188.86,22130
06/18/2018,1139,188.86,188.97,188.85,188.96,30411
06/18/2018,1140,188.95,188.99,188.95,188.97,27467
06/18/2018,1141,188.97,189.03,188.95,188.96,33084
06/18/2018,1142,188.95,188.97,188.91,188.94,20452
06/18/2018,1143,188.93,188.99,188.89,188.99,16339
06/18/2018,1144,188.98,189.04,188.97,189.02,18476
06/18/2018,1145,189.02,189.03,188.96,189.01,11093
06/18/2018,1146,189.02,189.15,189.02,189.12,37449
06/18/2018,1147,189.12,189.16,189.08,189.12,23852
06/18/2018,1148,189.1,189.11,189.08,189.08,16503
06/18/2018,1149,189.09,189.1,189.03,189.06,22321
06/18/2018,1150,189.07,189.09,189.06,189.09,17426
06/18/2018,1151,189.09,189.12,189.04,189.04,18209
06/18/2018,1152,189.04,189.05,189.01,189.05,10403
06/18/2018,1153,189.05,189.06,188.97,189.02,20953
06/18/2018,1154,189.02,189.02,188.98,188.98,15040
06/18/2018,1155,188.99,189.01,188.95,188.97,26802
06/18/2018,1156,188.98,189,188.85,188.86,27378
06/18/2018,1157,188.87,188.9,188.84,188.85,15521
06/18/2018,1158,188.85,188.86,188.83,188.86,15508
06/18/2018,1159,188.86,188.95,188.85,188.92,16798
06/18/2018,1200,188.91,188.95,188.9,188.94,12785
06/18/2018,1201,188.95,188.96,188.9,188.93,10221
06/18/2018,1202,188.93,188.94,188.9,188.93,13496
06/18/2018,1203,188.94,188.96,188.91,188.96,14152
06/18/2018,1204,188.96,188.96,188.93,188.94,8105
06/18/2018,1205,188.95,189.02,188.95,188.98,34794
06/18/2018,1206,188.98,189.01,188.97,189.01,8319
06/18/2018,1207,189,189.1,189,189.1,26197
06/18/2018,1208,189.1,189.12,189.07,189.09,48840
06/18/2018,1209,189.08,189.12,189.05,189.07,17276
06/18/2018,1210,189.07,189.07,188.98,188.99,15844
06/18/2018,1211,188.99,189.02,188.98,189.01,8079
06/18/2018,1212,189.01,189.08,189,189.06,13065
06/18/2018,1213,189.07,189.13,189.07,189.1,17827
06/18/2018,1214,189.1,189.13,189.09,189.09,11749
06/18/2018,1215,189.09,189.12,189.07,189.09,15192
06/18/2018,1216,189.1,189.11,189.04,189.04,10454
06/18/2018,1217,189.04,189.08,189.04,189.05,15896
06/18/2018,1218,189.05,189.05,188.9,188.94,32910
06/18/2018,1219,188.94,188.95,188.86,188.91,43904
06/18/2018,1220,188.91,188.99,188.88,188.9,36065
06/18/2018,1221,188.91,188.91,188.82,188.85,13308
06/18/2018,1222,188.85,188.91,188.84,188.91,19266
06/18/2018,1223,188.91,188.92,188.88,188.91,13417
06/18/2018,1224,188.91,188.91,188.86,188.88,9473
06/18/2018,1225,188.88,188.88,188.79,188.83,19035
06/18/2018,1226,188.82,188.84,188.8,188.83,13082
06/18/2018,1227,188.82,188.86,188.81,188.85,11836
06/18/2018,1228,188.85,188.85,188.8,188.82,22703
06/18/2018,1229,188.82,188.85,188.78,188.83,21972
06/18/2018,1230,188.83,188.83,188.77,188.78,28352
06/18/2018,1231,188.79,188.81,188.75,188.8,16789
06/18/2018,1232,188.81,188.87,188.81,188.84,20492
06/18/2018,1233,188.86,188.86,188.78,188.82,17700
06/18/2018,1234,188.82,188.87,188.81,188.83,24590
06/18/2018,1235,188.83,188.83,188.77,188.8,21543
06/18/2018,1236,188.81,188.83,188.75,188.75,18518
06/18/2018,1237,188.75,188.76,188.68,188.69,27791
06/18/2018,1238,188.69,188.75,188.65,188.72,30992
06/18/2018,1239,188.71,188.75,188.69,188.7,17841
06/18/2018,1240,188.71,188.82,188.71,188.8,21796
06/18/2018,1241,188.81,188.85,188.8,188.82,18453
06/18/2018,1242,188.83,188.89,188.82,188.88,14080
06/18/2018,1243,188.88,188.91,188.86,188.86,28110
06/18/2018,1244,188.87,188.87,188.81,188.82,11817
06/18/2018,1245,188.83,188.83,188.8,188.82,6809
06/18/2018,1246,188.81,188.83,188.8,188.81,11299
06/18/2018,1247,188.8,188.87,188.8,188.86,26145
06/18/2018,1248,188.86,188.89,188.82,188.86,22380
06/18/2018,1249,188.85,188.85,188.81,188.83,11230
06/18/2018,1250,188.83,188.84,188.78,188.83,34036
06/18/2018,1251,188.82,188.85,188.79,188.79,11065
06/18/2018,1252,188.8,188.81,188.76,188.81,20089
06/18/2018,1253,188.81,188.82,188.72,188.72,14942
06/18/2018,1254,188.72,188.74,188.68,188.7,35258
06/18/2018,1255,188.71,188.72,188.67,188.71,13977
06/18/2018,1256,188.7,188.7,188.66,188.66,10990
06/18/2018,1257,188.66,188.68,188.63,188.66,19256
06/18/2018,1258,188.66,188.71,188.66,188.71,32220
06/18/2018,1259,188.7,188.8,188.68,188.79,20211
06/18/2018,1300,188.79,188.85,188.79,188.83,25848
06/18/2018,1301,188.83,188.85,188.8,188.84,17587
06/18/2018,1302,188.84,188.84,188.8,188.81,13388
06/18/2018,1303,188.81,188.82,188.79,188.82,9420
06/18/2018,1304,188.82,188.83,188.8,188.82,12179
06/18/2018,1305,188.82,188.84,188.81,188.81,23841
06/18/2018,1306,188.81,188.82,188.74,188.76,18452
06/18/2018,1307,188.76,188.83,188.75,188.83,19961
06/18/2018,1308,188.84,188.84,188.82,188.84,6946
06/18/2018,1309,188.83,188.89,188.81,188.88,28753
06/18/2018,1310,188.89,189.03,188.89,188.99,53424
06/18/2018,1311,189,189.04,188.99,189,26405
06/18/2018,1312,189,189.03,189,189.02,14903
06/18/2018,1313,189.01,189.01,188.96,188.99,21413
06/18/2018,1314,188.99,189.02,188.98,189.02,17888
06/18/2018,1315,189.02,189.03,189,189,21786
06/18/2018,1316,188.99,188.99,188.95,188.95,10301
06/18/2018,1317,188.96,189,188.95,188.97,11927
06/18/2018,1318,188.98,188.99,188.96,188.97,11561
06/18/2018,1319,188.97,188.97,188.92,188.94,11287
06/18/2018,1320,188.95,188.95,188.92,188.92,5990
06/18/2018,1321,188.93,188.95,188.9,188.9,15485
06/18/2018,1322,188.91,188.98,188.9,188.98,22944
06/18/2018,1323,188.99,189.05,188.99,189.04,31608
06/18/2018,1324,189.04,189.09,188.99,189.01,48692
06/18/2018,1325,189.01,189.05,189.01,189.05,13372
06/18/2018,1326,189.05,189.1,189.05,189.05,30435
06/18/2018,1327,189.05,189.06,189.03,189.04,12234
06/18/2018,1328,189.04,189.07,189.04,189.06,14514
06/18/2018,1329,189.04,189.07,189.02,189.07,20694
06/18/2018,1330,189.06,189.14,189.05,189.06,25751
06/18/2018,1331,189.06,189.06,189.03,189.06,14811
06/18/2018,1332,189.05,189.12,189.05,189.12,17396
06/18/2018,1333,189.12,189.14,189.08,189.1,30309
06/18/2018,1334,189.1,189.22,189.09,189.16,61565
06/18/2018,1335,189.16,189.2,189.15,189.19,16488
06/18/2018,1336,189.19,189.19,189.11,189.12,12372
06/18/2018,1337,189.13,189.19,189.12,189.17,19899
06/18/2018,1338,189.17,189.18,189.14,189.14,10147
06/18/2018,1339,189.14,189.14,189.1,189.12,16734
06/18/2018,1340,189.13,189.14,189.06,189.07,17539
06/18/2018,1341,189.06,189.09,189.06,189.09,16832
06/18/2018,1342,189.08,189.09,189.06,189.07,6747
06/18/2018,1343,189.06,189.12,189.05,189.12,17868
06/18/2018,1344,189.13,189.15,189.11,189.15,9160
06/18/2018,1345,189.15,189.16,189.04,189.05,31259
06/18/2018,1346,189.06,189.06,189,189.03,18008
06/18/2018,1347,189.02,189.13,189.02,189.13,10704
06/18/2018,1348,189.13,189.17,189.12,189.17,16152
06/18/2018,1349,189.16,189.16,189.08,189.1,15068
06/18/2018,1350,189.09,189.1,189.07,189.1,9868
06/18/2018,1351,189.1,189.1,189.05,189.08,12143
06/18/2018,1352,189.08,189.15,189.08,189.13,12511
06/18/2018,1353,189.13,189.13,189.01,189.07,22985
06/18/2018,1354,189.07,189.11,189.06,189.09,8362
06/18/2018,1355,189.09,189.1,189.03,189.03,12326
06/18/2018,1356,189.05,189.06,189,189,16166
06/18/2018,1357,189.01,189.05,189,189.05,16328
06/18/2018,1358,189.05,189.07,189.04,189.04,13926
06/18/2018,1359,189.04,189.11,189.04,189.06,11979
06/18/2018,1400,189.06,189.12,189.02,189.11,10468
06/18/2018,1401,189.11,189.14,189.08,189.09,10895
06/18/2018,1402,189.07,189.1,189.01,189.07,15471
06/18/2018,1403,189.07,189.09,189.05,189.06,14168
06/18/2018,1404,189.06,189.06,188.95,188.99,42477
06/18/2018,1405,188.97,189.03,188.92,189.01,14242
06/18/2018,1406,189.01,189.05,188.96,189.03,41522
06/18/2018,1407,189.04,189.14,189.03,189.14,17438
06/18/2018,1408,189.14,189.18,189.13,189.16,37808
06/18/2018,1409,189.16,189.19,189.14,189.18,36447
06/18/2018,1410,189.18,189.21,189.16,189.19,18378
06/18/2018,1411,189.19,189.21,189.15,189.16,18992
06/18/2018,1412,189.16,189.18,189.09,189.09,24833
06/18/2018,1413,189.11,189.13,189.07,189.1,26641
06/18/2018,1414,189.11,189.12,189.05,189.07,18585
06/18/2018,1415,189.08,189.17,189.08,189.14,21008
06/18/2018,1416,189.13,189.13,189.07,189.09,13129
06/18/2018,1417,189.1,189.11,189.06,189.1,18490
06/18/2018,1418,189.1,189.17,189.07,189.12,24518
06/18/2018,1419,189.14,189.16,189.12,189.15,14347
06/18/2018,1420,189.14,189.14,189.07,189.07,19324
06/18/2018,1421,189.07,189.11,189.04,189.09,24025
06/18/2018,1422,189.08,189.12,189.02,189.07,21896
06/18/2018,1423,189.08,189.11,189.07,189.09,10472
06/18/2018,1424,189.08,189.1,189.02,189.05,20588
06/18/2018,1425,189.06,189.11,189.04,189.07,14794
06/18/2018,1426,189.07,189.11,189.05,189.08,17698
06/18/2018,1427,189.1,189.16,189.08,189.14,18699
06/18/2018,1428,189.14,189.14,189.04,189.1,19230
06/18/2018,1429,189.09,189.09,189.01,189.07,35422
06/18/2018,1430,189.08,189.1,189.02,189.04,25701
06/18/2018,1431,189.06,189.1,189.05,189.05,6565
06/18/2018,1432,189.05,189.11,189.04,189.08,11056
06/18/2018,1433,189.08,189.11,189.05,189.06,11906
06/18/2018,1434,189.07,189.09,189.03,189.05,9407
06/18/2018,1435,189.06,189.11,189.05,189.11,13251
06/18/2018,1436,189.11,189.12,189.09,189.09,19168
06/18/2018,1437,189.09,189.14,189.08,189.1,11896
06/18/2018,1438,189.09,189.1,189.04,189.05,23088
06/18/2018,1439,189.04,189.07,189.02,189.04,7427
06/18/2018,1440,189.05,189.15,189.04,189.13,30919
06/18/2018,1441,189.14,189.17,189.12,189.16,32909
06/18/2018,1442,189.15,189.15,189.11,189.14,11296
06/18/2018,1443,189.14,189.14,189.1,189.11,20771
06/18/2018,1444,189.11,189.14,189.1,189.1,15708
06/18/2018,1445,189.1,189.13,189.02,189.03,26313
06/18/2018,1446,189.02,189.04,189,189,22046
06/18/2018,1447,189,189.02,188.96,189.01,28158
06/18/2018,1448,189,189.03,189,189.01,11406
06/18/2018,1449,189.02,189.02,188.94,188.95,14626
06/18/2018,1450,188.94,188.97,188.91,188.93,19538
06/18/2018,1451,188.91,188.97,188.91,188.95,16460
06/18/2018,1452,188.95,188.98,188.91,188.91,9894
06/18/2018,1453,188.93,188.94,188.86,188.9,19642
06/18/2018,1454,188.9,188.9,188.86,188.86,13096
06/18/2018,1455,188.88,188.89,188.83,188.86,23813
06/18/2018,1456,188.88,188.91,188.85,188.85,10700
06/18/2018,1457,188.85,188.93,188.84,188.92,12465
06/18/2018,1458,188.93,188.96,188.92,188.96,17331
06/18/2018,1459,188.97,189.02,188.95,188.97,16894
06/18/2018,1500,188.97,188.97,188.91,188.93,16124
06/18/2018,1501,188.92,188.95,188.91,188.92,9175
06/18/2018,1502,188.93,188.97,188.92,188.97,7691
06/18/2018,1503,188.97,189,188.95,189,18416
06/18/2018,1504,189,189.01,188.94,188.99,15545
06/18/2018,1505,188.99,189,188.97,188.99,11903
06/18/2018,1506,188.98,189,188.95,188.99,20269
06/18/2018,1507,188.99,189,188.96,188.99,7727
06/18/2018,1508,189,189.05,188.99,189.05,21056
06/18/2018,1509,189.05,189.06,189.02,189.03,14347
06/18/2018,1510,189.04,189.07,189.02,189.02,18070
06/18/2018,1511,189.03,189.05,189,189.01,14396
06/18/2018,1512,189.02,189.07,189.01,189.04,29456
06/18/2018,1513,189.04,189.1,189.02,189.04,62892
06/18/2018,1514,189.04,189.04,189,189.02,14096
06/18/2018,1515,189.02,189.02,188.99,189,19019
06/18/2018,1516,188.99,189,188.94,188.95,37936
06/18/2018,1517,188.96,188.96,188.87,188.87,23584
06/18/2018,1518,188.87,188.88,188.86,188.86,30578
06/18/2018,1519,188.86,188.87,188.84,188.84,19704
06/18/2018,1520,188.84,188.97,188.84,188.96,35674
06/18/2018,1521,188.97,188.99,188.93,188.98,16405
06/18/2018,1522,189,189.01,188.95,188.97,18785
06/18/2018,1523,188.96,188.99,188.93,188.98,16774
06/18/2018,1524,188.98,189.02,188.97,188.99,21747
06/18/2018,1525,189,189.06,188.99,189,43506
06/18/2018,1526,189,189.01,188.93,188.93,11505
06/18/2018,1527,188.92,188.93,188.87,188.89,33680
06/18/2018,1528,188.9,188.92,188.87,188.91,14693
06/18/2018,1529,188.91,188.92,188.86,188.87,31474
06/18/2018,1530,188.87,188.95,188.86,188.93,37066
06/18/2018,1531,188.92,188.93,188.86,188.86,26073
06/18/2018,1532,188.86,188.89,188.85,188.87,26298
06/18/2018,1533,188.87,188.96,188.87,188.95,25459
06/18/2018,1534,188.95,188.99,188.93,188.97,39078
06/18/2018,1535,188.97,188.97,188.92,188.92,13952
06/18/2018,1536,188.92,188.92,188.84,188.84,25589
06/18/2018,1537,188.85,188.93,188.83,188.9,43928
06/18/2018,1538,188.9,188.92,188.83,188.83,35783
06/18/2018,1539,188.84,188.86,188.82,188.84,28346
06/18/2018,1540,188.84,188.85,188.77,188.78,65584
06/18/2018,1541,188.79,188.81,188.71,188.74,41121
06/18/2018,1542,188.74,188.8,188.71,188.8,50813
06/18/2018,1543,188.8,188.84,188.76,188.77,26323
06/18/2018,1544,188.77,188.8,188.74,188.76,35498
06/18/2018,1545,188.75,188.84,188.74,188.83,41427
06/18/2018,1546,188.83,188.89,188.8,188.87,72672
06/18/2018,1547,188.87,188.97,188.86,188.94,62147
06/18/2018,1548,188.94,188.97,188.91,188.94,50052
06/18/2018,1549,188.95,188.99,188.93,188.99,14652
06/18/2018,1550,188.98,188.98,188.7,188.82,184334
06/18/2018,1551,188.81,188.84,188.76,188.83,32361
06/18/2018,1552,188.83,188.9,188.82,188.89,59457
06/18/2018,1553,188.89,188.93,188.83,188.84,49071
06/18/2018,1554,188.84,188.89,188.83,188.86,28516
06/18/2018,1555,188.87,188.99,188.86,188.9,109843
06/18/2018,1556,188.9,188.92,188.84,188.89,64211
06/18/2018,1557,188.9,188.92,188.87,188.88,47530
06/18/2018,1558,188.88,188.91,188.85,188.85,94677
06/18/2018,1559,188.85,188.9,188.67,188.76,424926
06/19/2018,0930,185.26,185.95,185.02,185.85,1076632
06/19/2018,0931,185.82,185.95,185.6,185.62,213765
06/19/2018,0932,185.61,185.89,185.51,185.89,187317
06/19/2018,0933,185.89,186.09,185.88,185.97,250889
06/19/2018,0934,185.97,186.33,185.9,186.26,232991
06/19/2018,0935,186.25,186.25,185.77,185.77,245973
06/19/2018,0936,185.77,186.02,185.45,185.52,247783
06/19/2018,0937,185.51,185.99,185.49,185.99,136075
06/19/2018,0938,185.99,186.06,185.9,185.97,105703
06/19/2018,0939,185.97,186.19,185.95,186.18,167579
06/19/2018,0940,186.18,186.2,185.97,186.02,148209
06/19/2018,0941,186.02,186.02,185.84,185.86,97563
06/19/2018,0942,185.86,185.88,185.74,185.78,119176
06/19/2018,0943,185.78,185.83,185.6,185.82,168635
06/19/2018,0944,185.82,185.82,185.63,185.74,76640
06/19/2018,0945,185.73,185.75,185.55,185.61,108424
06/19/2018,0946,185.61,185.75,185.57,185.7,134877
06/19/2018,0947,185.71,185.94,185.7,185.85,154476
06/19/2018,0948,185.84,185.85,185.66,185.75,100119
06/19/2018,0949,185.72,185.73,185.57,185.66,119600
06/19/2018,0950,185.66,185.71,185.48,185.5,133901
06/19/2018,0951,185.5,185.64,185.43,185.45,127918
06/19/2018,0952,185.45,185.45,185.21,185.27,180136
06/19/2018,0953,185.26,185.34,185.23,185.24,119717
06/19/2018,0954,185.22,185.28,185.15,185.16,165312
06/19/2018,0955,185.16,185.28,185.07,185.26,157298
06/19/2018,0956,185.26,185.47,185.25,185.47,123008
06/19/2018,0957,185.47,185.5,185.28,185.28,112020
06/19/2018,0958,185.27,185.28,185.1,185.18,123760
06/19/2018,0959,185.17,185.29,185.12,185.19,101498
06/19/2018,1000,185.19,185.19,184.76,184.96,558183
06/19/2018,1001,184.97,184.98,184.82,184.95,123150
06/19/2018,1002,184.96,185.17,184.96,185.02,132259
06/19/2018,1003,185.02,185.13,185,185.02,119973
06/19/2018,1004,185.03,185.1,184.87,185.02,142383
06/19/2018,1005,185,185.09,184.95,185.01,91265
06/19/2018,1006,185.01,185.13,184.99,185.08,76446
06/19/2018,1007,185.09,185.09,184.92,184.93,131782
06/19/2018,1008,184.94,184.94,184.74,184.81,164153
06/19/2018,1009,184.81,184.91,184.71,184.8,122504
06/19/2018,1010,184.81,184.81,184.64,184.78,108587
06/19/2018,1011,184.78,185.07,184.77,185.06,106563
06/19/2018,1012,185.06,185.06,184.87,184.89,110063
06/19/2018,1013,184.89,185.07,184.88,184.94,106012
06/19/2018,1014,184.93,185,184.79,184.96,124712
06/19/2018,1015,184.96,185,184.63,184.66,173490
06/19/2018,1016,184.64,184.66,184.37,184.39,283638
06/19/2018,1017,184.4,184.59,184.39,184.53,157523
06/19/2018,1018,184.52,184.66,184.44,184.6,100551
06/19/2018,1019,184.61,184.69,184.51,184.53,80488
06/19/2018,1020,184.53,184.54,184.31,184.39,111635
06/19/2018,1021,184.4,184.45,184.27,184.31,107399
06/19/2018,1022,184.32,184.57,184.3,184.41,96178
06/19/2018,1023,184.41,184.44,184.29,184.31,147004
06/19/2018,1024,184.32,184.41,184.14,184.15,137044
06/19/2018,1025,184.14,184.32,184.1,184.28,102133
06/19/2018,1026,184.28,184.29,184.15,184.2,68703
06/19/2018,1027,184.21,184.35,184.1,184.11,75614
06/19/2018,1028,184.1,184.11,183.86,183.97,233527
06/19/2018,1029,183.97,184.07,183.84,183.87,119167
06/19/2018,1030,183.86,183.86,183.69,183.73,211318
06/19/2018,1031,183.71,183.85,183.65,183.82,149280
06/19/2018,1032,183.82,183.94,183.76,183.85,77762
06/19/2018,1033,183.84,183.86,183.72,183.75,107244
06/19/2018,1034,183.76,183.81,183.68,183.71,82474
06/19/2018,1035,183.72,183.78,183.65,183.71,67269
06/19/2018,1036,183.71,183.74,183.53,183.56,169719
06/19/2018,1037,183.55,183.67,183.55,183.62,72689
06/19/2018,1038,183.61,183.63,183.54,183.63,73000
06/19/2018,1039,183.61,183.74,183.61,183.66,92865
06/19/2018,1040,183.67,183.69,183.45,183.58,147264
06/19/2018,1041,183.59,183.9,183.58,183.89,135477
06/19/2018,1042,183.89,184.08,183.87,184,143295
06/19/2018,1043,183.99,184.07,183.95,183.96,107666
06/19/2018,1044,183.96,184.15,183.96,184.15,86283
06/19/2018,1045,184.15,184.39,184.15,184.32,101941
06/19/2018,1046,184.33,184.51,184.33,184.47,184195
06/19/2018,1047,184.49,184.6,184.49,184.57,118764
06/19/2018,1048,184.58,184.87,184.55,184.81,140073
06/19/2018,1049,184.81,184.82,184.66,184.69,86342
06/19/2018,1050,184.7,184.83,184.66,184.82,59728
06/19/2018,1051,184.82,184.85,184.73,184.73,86810
06/19/2018,1052,184.73,184.85,184.72,184.78,84886
06/19/2018,1053,184.78,184.98,184.74,184.92,90836
06/19/2018,1054,184.93,185.04,184.83,184.87,113343
06/19/2018,1055,184.88,184.92,184.81,184.88,44807
06/19/2018,1056,184.88,185.04,184.88,185,87701
06/19/2018,1057,185,185.01,184.91,184.92,42647
06/19/2018,1058,184.92,184.95,184.87,184.88,35124
06/19/2018,1059,184.88,184.88,184.8,184.82,77799
06/19/2018,1100,184.82,184.83,184.74,184.82,95602
06/19/2018,1101,184.82,184.95,184.79,184.94,62067
06/19/2018,1102,184.94,185.02,184.83,184.83,71235
06/19/2018,1103,184.84,184.87,184.73,184.78,64728
06/19/2018,1104,184.79,184.84,184.72,184.76,43590
06/19/2018,1105,184.76,184.85,184.76,184.82,23228
06/19/2018,1106,184.81,184.97,184.81,184.92,35726
06/19/2018,1107,184.91,184.91,184.81,184.83,30858
06/19/2018,1108,184.84,184.96,184.84,184.87,34087
06/19/2018,1109,184.88,184.98,184.81,184.94,54773
06/19/2018,1110,184.95,185.09,184.95,184.96,97326
06/19/2018,1111,184.97,184.99,184.87,184.96,61252
06/19/2018,1112,184.97,185,184.91,184.95,35702
06/19/2018,1113,184.94,184.96,184.76,184.76,67680
06/19/2018,1114,184.78,184.8,184.68,184.73,69713
06/19/2018,1115,184.72,184.84,184.68,184.81,38341
06/19/2018,1116,184.81,184.81,184.6,184.61,62521
06/19/2018,1117,184.62,184.63,184.49,184.63,105022
06/19/2018,1118,184.65,184.93,184.61,184.83,96393
06/19/2018,1119,184.82,184.98,184.82,184.94,75624
06/19/2018,1120,184.94,185.06,184.93,185.01,68613
06/19/2018,1121,185.01,185.08,184.98,185.01,89769
06/19/2018,1122,185.02,185.06,184.94,185.04,64619
06/19/2018,1123,185.04,185.05,185.02,185.02,76217
06/19/2018,1124,185.02,185.05,184.95,185.03,53055
06/19/2018,1125,185.03,185.06,184.88,184.88,73077
06/19/2018,1126,184.9,184.9,184.77,184.78,43711
06/19/2018,1127,184.79,184.87,184.79,184.85,31566
06/19/2018,1128,184.86,184.89,184.8,184.83,23576
06/19/2018,1129,184.84,184.9,184.8,184.85,27669
06/19/2018,1130,184.85,184.97,184.85,184.9,43294
06/19/2018,1131,184.88,184.98,184.79,184.9,103515
06/19/2018,1132,184.91,184.96,184.81,184.84,49211
06/19/2018,1133,184.84,184.85,184.68,184.7,53134
06/19/2018,1134,184.7,184.7,184.61,184.62,75825
06/19/2018,1135,184.63,184.65,184.61,184.63,48418
06/19/2018,1136,184.62,184.77,184.62,184.72,46727
06/19/2018,1137,184.71,184.85,184.71,184.78,59427
06/19/2018,1138,184.78,184.78,184.73,184.74,33599
06/19/2018,1139,184.74,184.74,184.66,184.71,42630
06/19/2018,1140,184.71,184.76,184.64,184.75,72150
06/19/2018,1141,184.75,184.9,184.75,184.85,49676
06/19/2018,1142,184.85,184.89,184.78,184.84,54102
06/19/2018,1143,184.84,184.84,184.71,184.8,30406
06/19/2018,1144,184.81,184.92,184.77,184.92,40969
06/19/2018,1145,184.92,184.94,184.85,184.9,47584
06/19/2018,1146,184.9,184.99,184.89,184.95,53128
06/19/2018,1147,184.94,184.99,184.94,184.98,35635
06/19/2018,1148,184.98,185.01,184.96,184.99,117655
06/19/2018,1149,184.99,185.02,184.94,184.98,104210
06/19/2018,1150,184.98,185.01,184.98,184.98,66634
06/19/2018,1151,184.98,185.12,184.98,185.1,106139
06/19/2018,1152,185.1,185.19,185.1,185.13,71920
06/19/2018,1153,185.13,185.2,185.12,185.19,28530
06/19/2018,1154,185.19,185.21,185.12,185.13,40093
06/19/2018,1155,185.13,185.26,185.09,185.2,77182
06/19/2018,1156,185.21,185.24,185.17,185.24,32727
06/19/2018,1157,185.24,185.28,185.19,185.2,27893
06/19/2018,1158,185.2,185.23,185.09,185.11,55933
06/19/2018,1159,185.11,185.16,185.08,185.13,21208
06/19/2018,1200,185.13,185.26,185.13,185.21,53781
06/19/2018,1201,185.2,185.26,185.05,185.1,61801
06/19/2018,1202,185.11,185.19,185.08,185.16,24119
06/19/2018,1203,185.16,185.22,185.13,185.21,21574
06/19/2018,1204,185.21,185.22,185.12,185.13,19634
06/19/2018,1205,185.12,185.14,185.07,185.09,34426
06/19/2018,1206,185.09,185.11,185.05,185.08,45504
06/19/2018,1207,185.08,185.16,185.08,185.14,29713
06/19/2018,1208,185.15,185.17,185.1,185.14,36638
06/19/2018,1209,185.14,185.18,185.13,185.18,17722
06/19/2018,1210,185.17,185.2,185.1,185.12,42340
06/19/2018,1211,185.12,185.12,185.05,185.1,33256
06/19/2018,1212,185.1,185.1,185.03,185.05,20311
06/19/2018,1213,185.06,185.06,184.97,184.97,45647
06/19/2018,1214,184.98,184.98,184.86,184.98,62961
06/19/2018,1215,184.97,184.97,184.88,184.96,19372
06/19/2018,1216,184.96,184.98,184.93,184.98,22860
06/19/2018,1217,184.97,185.08,184.97,185,37426
06/19/2018,1218,185.01,185.03,184.95,184.98,23023
06/19/2018,1219,184.96,185,184.91,184.94,19543
06/19/2018,1220,184.93,184.97,184.8,184.85,37918
06/19/2018,1221,184.86,184.96,184.86,184.95,35425
06/19/2018,1222,184.96,184.99,184.9,184.99,22511
06/19/2018,1223,184.98,185.03,184.96,185.02,34476
06/19/2018,1224,185.02,185.14,184.98,185.13,33837
06/19/2018,1225,185.13,185.16,185.12,185.14,33636
06/19/2018,1226,185.14,185.16,185.1,185.15,32230
06/19/2018,1227,185.16,185.17,185.07,185.14,25002
06/19/2018,1228,185.14,185.17,185.13,185.13,21840
06/19/2018,1229,185.13,185.13,185.08,185.12,15799
06/19/2018,1230,185.14,185.22,185.13,185.18,21890
06/19/2018,1231,185.19,185.19,185.13,185.15,32774
06/19/2018,1232,185.15,185.15,185.08,185.14,24472
06/19/2018,1233,185.15,185.19,185.13,185.15,23522
06/19/2018,1234,185.15,185.24,185.15,185.24,24352
06/19/2018,1235,185.24,185.24,185.14,185.21,25874
06/19/2018,1236,185.21,185.28,185.18,185.27,54464
06/19/2018,1237,185.28,185.33,185.26,185.3,28834
06/19/2018,1238,185.3,185.31,185.25,185.3,27052
06/19/2018,1239,185.3,185.33,185.29,185.29,17433
06/19/2018,1240,185.28,185.3,185.16,185.2,37267
06/19/2018,1241,185.19,185.21,185.1,185.12,24994
06/19/2018,1242,185.12,185.21,185.1,185.19,18696
06/19/2018,1243,185.2,185.21,185.12,185.14,27171
06/19/2018,1244,185.14,185.14,185.08,185.13,24633
06/19/2018,1245,185.13,185.13,185.04,185.08,23153
06/19/2018,1246,185.08,185.09,185.02,185.09,23119
06/19/2018,1247,185.09,185.17,185.07,185.1,22771
06/19/2018,1248,185.1,185.16,185.1,185.14,9904
06/19/2018,1249,185.15,185.17,185.11,185.12,12369
06/19/2018,1250,185.12,185.12,185.04,185.05,16077
06/19/2018,1251,185.06,185.11,185.06,185.11,11443
06/19/2018,1252,185.11,185.18,185.11,185.17,11818
06/19/2018,1253,185.17,185.18,184.98,185.03,71816
